"Value","Timestamp"
"81.49090899999999","2025-07-27T00:40:00.000Z"
"81.5","2025-07-27T00:44:00.000Z"
"81.43181824999999","2025-07-27T00:48:00.000Z"
"81.44545450000001","2025-07-27T00:52:00.000Z"
"81.4819805","2025-07-27T00:56:00.000Z"
"81.464286","2025-07-27T01:00:00.000Z"
"81.464286","2025-07-27T01:04:00.000Z"
"81.54464250000001","2025-07-27T01:08:00.000Z"
"81.56249975","2025-07-27T01:12:00.000Z"
"81.517857","2025-07-27T01:16:00.000Z"
"81.51339275000001","2025-07-27T01:20:00.000Z"
"81.5089285","2025-07-27T01:24:00.000Z"
"81.5","2025-07-27T01:28:00.000Z"
"81.412281","2025-07-27T01:32:00.000Z"
"81.412281","2025-07-27T01:36:00.000Z"
"81.412281","2025-07-27T01:40:00.000Z"
"81.412281","2025-07-27T01:44:00.000Z"
"81.412281","2025-07-27T01:48:00.000Z"
"81.371554","2025-07-27T01:52:00.000Z"
"81.359649","2025-07-27T01:56:00.000Z"
"81.359649","2025-07-27T02:00:00.000Z"
"81.428989","2025-07-27T02:05:00.000Z"
"81.375","2025-07-27T02:08:00.000Z"
"81.35881366666666","2025-07-27T02:12:00.000Z"
"81.35155775000001","2025-07-27T02:16:00.000Z"
"81.34614300000001","2025-07-27T02:20:00.000Z"
"81.347458","2025-07-27T02:24:00.000Z"
"81.347458","2025-07-27T02:28:00.000Z"
"81.347458","2025-07-27T02:32:00.000Z"
"81.303479","2025-07-27T02:36:00.000Z"
"81.364407","2025-07-27T02:40:00.000Z"
"81.423729","2025-07-27T02:44:00.000Z"
"81.48212625000001","2025-07-27T02:48:00.000Z"
"81.481818","2025-07-27T02:52:00.000Z"
"81.481818","2025-07-27T02:56:00.000Z"
"81.481818","2025-07-27T03:00:00.000Z"
"81.48203066666667","2025-07-27T03:04:00.000Z"
"81.508772","2025-07-27T03:08:00.000Z"
"81.517544","2025-07-27T03:12:00.000Z"
"81.517544","2025-07-27T03:16:00.000Z"
"81.5173925","2025-07-27T03:20:00.000Z"
"81.5646555","2025-07-27T03:24:00.000Z"
"81.568966","2025-07-27T03:28:00.000Z"
"81.54999975000001","2025-07-27T03:32:00.000Z"
"81.542424","2025-07-27T03:36:00.000Z"
"81.575837","2025-07-27T03:40:00.000Z"
"81.552632","2025-07-27T03:44:00.000Z"
"81.552632","2025-07-27T03:48:00.000Z"
"81.56102575","2025-07-27T03:52:00.000Z"
"81.586711","2025-07-27T03:56:00.000Z"
"81.59409125","2025-07-27T04:00:00.000Z"
"81.57595566666667","2025-07-27T04:04:00.000Z"
"81.57370633333333","2025-07-27T04:09:00.000Z"
"81.575472","2025-07-27T04:12:00.000Z"
"81.5808395","2025-07-27T04:17:00.000Z"
"81.586207","2025-07-27T04:20:00.000Z"
"81.640351","2025-07-27T04:24:00.000Z"
"81.552632","2025-07-27T04:29:00.000Z"
"81.5964915","2025-07-27T04:33:00.000Z"
"81.64912299999999","2025-07-27T04:36:00.000Z"
"81.640351","2025-07-27T04:40:00.000Z"
"81.640351","2025-07-27T04:44:00.000Z"
"81.640351","2025-07-27T04:48:00.000Z"
"81.6302965","2025-07-27T04:52:00.000Z"
"81.705835","2025-07-27T04:56:00.000Z"
"81.76760399999999","2025-07-27T12:01:00.000Z"
"81.7067305","2025-07-27T12:04:00.000Z"
"81.7115385","2025-07-27T12:08:00.000Z"
"81.75744725000001","2025-07-27T12:12:00.000Z"
"81.745098","2025-07-27T12:16:00.000Z"
"81.6553545","2025-07-27T12:20:00.000Z"
"81.69711500000001","2025-07-27T12:24:00.000Z"
"81.37745125000001","2025-07-27T12:28:00.000Z"
"81.303922","2025-07-27T12:32:00.000Z"
"81.205882","2025-07-27T12:36:00.000Z"
"81.205882","2025-07-27T12:40:00.000Z"
"81.23529425","2025-07-27T12:44:00.000Z"
"81.32522599999999","2025-07-27T12:48:00.000Z"
"81.34898175000001","2025-07-27T12:52:00.000Z"
"81.32211525","2025-07-27T12:56:00.000Z"
"81.326923","2025-07-27T13:00:00.000Z"
"81.346154","2025-07-27T13:04:00.000Z"
"81.26385075","2025-07-27T13:08:00.000Z"
"81.281818","2025-07-27T13:12:00.000Z"
"81.283766","2025-07-27T13:16:00.000Z"
"81.285714","2025-07-27T13:20:00.000Z"
"81.285714","2025-07-27T13:24:00.000Z"
"81.29910699999999","2025-07-27T13:28:00.000Z"
"81.29464250000001","2025-07-27T13:32:00.000Z"
"81.339286","2025-07-27T13:36:00.000Z"
"81.321429","2025-07-27T13:40:00.000Z"
"81.36021199999999","2025-07-27T13:44:00.000Z"
"81.359649","2025-07-27T13:48:00.000Z"
"81.39503925","2025-07-27T13:52:00.000Z"
"81.431034","2025-07-27T13:56:00.000Z"
"81.42343625000001","2025-07-27T14:00:00.000Z"
"81.4067795","2025-07-27T14:04:00.000Z"
"81.41617224999999","2025-07-27T14:08:00.000Z"
"81.45416675","2025-07-27T14:12:00.000Z"
"81.46207650000001","2025-07-27T14:16:00.000Z"
"81.4416665","2025-07-27T14:20:00.000Z"
"81.448276","2025-07-27T14:24:00.000Z"
"81.4499865","2025-07-27T14:28:00.000Z"
"81.483607","2025-07-27T14:32:00.000Z"
"81.49590175","2025-07-27T14:36:00.000Z"
"81.4385245","2025-07-27T14:40:00.000Z"
"81.418033","2025-07-27T14:44:00.000Z"
"81.44288749999998","2025-07-27T14:48:00.000Z"
"81.48749325","2025-07-27T14:52:00.000Z"
"81.46029124999998","2025-07-27T14:56:00.000Z"
"81.4499865","2025-07-27T15:00:00.000Z"
"81.529235","2025-07-27T15:04:00.000Z"
"81.5291665","2025-07-27T15:08:00.000Z"
"81.47881375","2025-07-27T15:12:00.000Z"
"81.48290975","2025-07-27T15:16:00.000Z"
"81.53857375","2025-07-27T15:20:00.000Z"
"81.71000000000001","2025-07-27T15:24:00.000Z"
"81.75264150000001","2025-07-27T15:28:00.000Z"
"81.764151","2025-07-27T15:32:00.000Z"
"81.754717","2025-07-27T15:36:00.000Z"
"81.745283","2025-07-27T15:40:00.000Z"
"81.7523585","2025-07-27T15:44:00.000Z"
"81.71759250000001","2025-07-27T15:48:00.000Z"
"81.7648145","2025-07-27T15:52:00.000Z"
"81.72503325","2025-07-27T15:56:00.000Z"
"81.6982145","2025-07-27T16:00:00.000Z"
"81.54017875","2025-07-27T16:04:00.000Z"
"81.45689650000001","2025-07-27T16:08:00.000Z"
"81.64821524999999","2025-07-27T16:12:00.000Z"
"81.465526","2025-07-27T16:16:00.000Z"
"81.447368","2025-07-27T16:20:00.000Z"
"81.38218375","2025-07-27T16:24:00.000Z"
"81.40408175","2025-07-27T16:28:00.000Z"
"81.41042375","2025-07-27T16:32:00.000Z"
"81.285714","2025-07-27T16:36:00.000Z"
"81.08061225","2025-07-27T16:40:00.000Z"
"81.155","2025-07-27T16:44:00.000Z"
"80.862245","2025-07-27T16:48:00.000Z"
"81.07706974999999","2025-07-27T16:52:00.000Z"
"80.91826925000001","2025-07-27T16:56:00.000Z"
"80.95926575","2025-07-27T17:00:00.000Z"
"80.990909","2025-07-27T17:04:00.000Z"
"81.13181825000001","2025-07-27T17:08:00.000Z"
"81.34945325","2025-07-27T17:12:00.000Z"
"81.30937825000001","2025-07-27T17:16:00.000Z"
"81.61543175","2025-07-27T17:20:00.000Z"
"81.6355025","2025-07-27T17:24:00.000Z"
"81.41671250000002","2025-07-27T17:28:00.000Z"
"81.42726725","2025-07-27T17:32:00.000Z"
"81.386303","2025-07-27T17:36:00.000Z"
"81.29166674999999","2025-07-27T17:40:00.000Z"
"81.21444825","2025-07-27T17:44:00.000Z"
"81.41666699999999","2025-07-27T17:48:00.000Z"
"81.30429375","2025-07-27T17:52:00.000Z"
"81.17260275","2025-07-27T17:56:00.000Z"
"81.24864275","2025-07-27T18:00:00.000Z"
"81.2630255","2025-07-27T18:04:00.000Z"
"81.30328025","2025-07-27T18:08:00.000Z"
"81.2790145","2025-07-27T18:12:00.000Z"
"81.57281599999999","2025-07-27T18:16:00.000Z"
"81.77498","2025-07-27T18:20:00.000Z"
"81.536407","2025-07-27T18:24:00.000Z"
"81.72061074999999","2025-07-27T18:28:00.000Z"
"81.79159025","2025-07-27T18:32:00.000Z"
"81.63315875","2025-07-27T18:36:00.000Z"
"81.56031899999999","2025-07-27T18:40:00.000Z"
"81.74496375","2025-07-27T18:44:00.000Z"
"81.758823","2025-07-27T18:48:00.000Z"
"81.51506425","2025-07-27T18:52:00.000Z"
"81.23817324999999","2025-07-27T18:56:00.000Z"
"81.45684725","2025-07-27T19:00:00.000Z"
"81.54094325","2025-07-27T19:04:00.000Z"
"81.43951625","2025-07-27T19:08:00.000Z"
"81.612903","2025-07-27T19:12:00.000Z"
"81.58625624999999","2025-07-27T19:16:00.000Z"
"81.401652","2025-07-27T19:20:00.000Z"
"81.32975725","2025-07-27T19:24:00.000Z"
"81.4709825","2025-07-27T19:28:00.000Z"
"81.70128749999999","2025-07-27T19:32:00.000Z"
"81.68824575","2025-07-27T19:36:00.000Z"
"81.645008","2025-07-27T19:40:00.000Z"
"82.16812975","2025-07-27T19:44:00.000Z"
"82.21993275","2025-07-27T19:48:00.000Z"
"82.82276625","2025-07-27T19:52:00.000Z"
"83.640338","2025-07-27T19:56:00.000Z"
"83.6317","2025-07-27T20:00:00.000Z"
"83.7310135","2025-07-27T20:04:00.000Z"
"83.7327425","2025-07-27T20:08:00.000Z"
"83.85189525","2025-07-27T20:12:00.000Z"
"83.6231655","2025-07-27T20:16:00.000Z"
"83.583353","2025-07-27T20:20:00.000Z"
"83.64988075000001","2025-07-27T20:24:00.000Z"
"83.65906975","2025-07-27T20:28:00.000Z"
"83.753125","2025-07-27T20:32:00.000Z"
"83.6272725","2025-07-27T20:36:00.000Z"
"83.58642","2025-07-27T20:40:00.000Z"
"83.58485775","2025-07-27T20:44:00.000Z"
"83.57560225","2025-07-27T20:48:00.000Z"
"83.549907","2025-07-27T20:52:00.000Z"
"83.4890895","2025-07-27T20:56:00.000Z"
"83.5","2025-07-27T21:00:00.000Z"
"83.5319475","2025-07-27T21:04:00.000Z"
"83.507811","2025-07-27T21:08:00.000Z"
"83.4948455","2025-07-27T21:12:00.000Z"
"83.5","2025-07-27T21:16:00.000Z"
"83.5","2025-07-27T21:20:00.000Z"
"83.5","2025-07-27T21:24:00.000Z"
"83.50274725","2025-07-27T21:28:00.000Z"
"83.50277775","2025-07-27T21:32:00.000Z"
"83.5","2025-07-27T21:36:00.000Z"
"83.5","2025-07-27T21:40:00.000Z"
"83.5","2025-07-27T21:44:00.000Z"
"83.49744899999999","2025-07-27T21:48:00.000Z"
"83.479592","2025-07-27T21:52:00.000Z"
"83.479592","2025-07-27T21:56:00.000Z"
"83.47193899999999","2025-07-27T22:00:00.000Z"
"83.469388","2025-07-27T22:04:00.000Z"
"83.469388","2025-07-27T22:08:00.000Z"
"83.469388","2025-07-27T22:12:00.000Z"
"83.469388","2025-07-27T22:16:00.000Z"
"83.469388","2025-07-27T22:20:00.000Z"
"83.469388","2025-07-27T22:24:00.000Z"
"83.46879925","2025-07-27T22:28:00.000Z"
"83.56575475","2025-07-27T22:32:00.000Z"
"83.56211275000001","2025-07-27T22:36:00.000Z"
"83.5495545","2025-07-27T22:40:00.000Z"
"83.54967800000001","2025-07-27T22:44:00.000Z"
"83.552632","2025-07-27T22:48:00.000Z"
"83.55305125","2025-07-27T22:52:00.000Z"
"83.553191","2025-07-27T22:56:00.000Z"
"83.553191","2025-07-27T23:00:00.000Z"
"83.553191","2025-07-27T23:04:00.000Z"
"83.50531925","2025-07-27T23:08:00.000Z"
"83.489362","2025-07-27T23:12:00.000Z"
"83.4893045","2025-07-27T23:16:00.000Z"
"83.489247","2025-07-27T23:20:00.000Z"
"83.489247","2025-07-27T23:24:00.000Z"
"83.489247","2025-07-27T23:28:00.000Z"
"83.489247","2025-07-27T23:32:00.000Z"
"83.4891885","2025-07-27T23:36:00.000Z"
"83.48913","2025-07-27T23:40:00.000Z"
"83.48913","2025-07-27T23:44:00.000Z"
"83.489796","2025-07-27T23:48:00.000Z"
"83.489899","2025-07-27T23:52:00.000Z"
"83.489899","2025-07-27T23:56:00.000Z"
"83.489899","2025-07-28T00:00:00.000Z"
"83.489899","2025-07-28T00:04:00.000Z"
"83.489899","2025-07-28T00:08:00.000Z"
"83.489899","2025-07-28T00:12:00.000Z"
"83.489899","2025-07-28T00:16:00.000Z"
"83.489899","2025-07-28T00:19:00.000Z"
"83.489899","2025-07-28T00:21:00.000Z"
"83.48913","2025-07-28T00:25:00.000Z"
"83.5054345","2025-07-28T00:29:00.000Z"
"83.521739","2025-07-28T00:36:00.000Z"
"83.521739","2025-07-28T00:40:00.000Z"
"83.521739","2025-07-28T00:42:00.000Z"
"83.521739","2025-07-28T00:44:00.000Z"
"83.521739","2025-07-28T00:48:00.000Z"
"83.521739","2025-07-28T00:52:00.000Z"
"83.521739","2025-07-28T00:53:00.000Z"
"83.510526","2025-07-28T01:09:00.000Z"
"83.510526","2025-07-28T01:13:00.000Z"
"83.510526","2025-07-28T01:17:00.000Z"
"83.489691","2025-07-28T01:18:00.000Z"
"83.489691","2025-07-28T01:22:00.000Z"
"83.469697","2025-07-28T01:23:00.000Z"
"83.469697","2025-07-28T01:24:00.000Z"
"83.469697","2025-07-28T01:30:00.000Z"
"83.469697","2025-07-28T01:34:00.000Z"
"83.469697","2025-07-28T01:38:00.000Z"
"83.469697","2025-07-28T01:42:00.000Z"
"83.469697","2025-07-28T01:46:00.000Z"
"83.469697","2025-07-28T01:48:00.000Z"
"83.469697","2025-07-28T01:52:00.000Z"
"83.469697","2025-07-28T01:56:00.000Z"
"83.469697","2025-07-28T02:00:00.000Z"
"83.469697","2025-07-28T02:04:00.000Z"
"83.469697","2025-07-28T02:08:00.000Z"
"83.469697","2025-07-28T02:12:00.000Z"
"83.469697","2025-07-28T02:16:00.000Z"
"83.469697","2025-07-28T02:20:00.000Z"
"83.469697","2025-07-28T02:24:00.000Z"
"83.469697","2025-07-28T02:28:00.000Z"
"83.469697","2025-07-28T02:32:00.000Z"
"83.469697","2025-07-28T02:33:00.000Z"
"83.469697","2025-07-28T02:37:00.000Z"
"83.469697","2025-07-28T02:41:00.000Z"
"83.469697","2025-07-28T02:45:00.000Z"
"83.469697","2025-07-28T02:49:00.000Z"
"83.469697","2025-07-28T02:53:00.000Z"
"83.469697","2025-07-28T02:57:00.000Z"
"83.469697","2025-07-28T02:59:00.000Z"
"83.469697","2025-07-28T03:00:00.000Z"
"83.469697","2025-07-28T03:11:00.000Z"
"83.469697","2025-07-28T03:15:00.000Z"
"83.469697","2025-07-28T03:19:00.000Z"
"83.469697","2025-07-28T03:23:00.000Z"
"83.469697","2025-07-28T03:27:00.000Z"
"83.469697","2025-07-28T03:31:00.000Z"
"83.469697","2025-07-28T03:35:00.000Z"
"83.469697","2025-07-28T03:39:00.000Z"
"83.469697","2025-07-28T03:43:00.000Z"
"83.469697","2025-07-28T03:46:00.000Z"
"83.469697","2025-07-28T03:50:00.000Z"
"83.469697","2025-07-28T03:54:00.000Z"
"83.469697","2025-07-28T03:58:00.000Z"
