decision_id,decision_time,tick_time,tick_seq,tick_source,tick_row,ticker,decision_type,cash,pos_yes,pos_no,pending_yes,pending_no,order_index,action,price,qty,source
42,2026-01-11T01:12:40.500963,2026-01-09T04:00:43.166565,1936084,market_data_KXHIGHNY-26JAN09.csv,28760,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
43,2026-01-11T01:12:40.501995,2026-01-09T04:00:43.269487,1936085,market_data_KXHIGHNY-26JAN09.csv,28761,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
44,2026-01-11T01:12:40.504535,2026-01-09T04:00:43.378737,1936086,market_data_KXHIGHNY-26JAN09.csv,28762,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
45,2026-01-11T01:12:40.506535,2026-01-09T04:00:43.630191,1936087,market_data_KXHIGHNY-26JAN09.csv,28763,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
46,2026-01-11T01:12:40.508535,2026-01-09T04:00:43.813971,1936088,market_data_KXHIGHNY-26JAN09.csv,28764,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
47,2026-01-11T01:12:40.511694,2026-01-09T04:00:49.184996,1936089,market_data_KXHIGHNY-26JAN09.csv,28765,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
48,2026-01-11T01:12:40.512703,2026-01-09T04:00:49.353663,1936090,market_data_KXHIGHNY-26JAN09.csv,28766,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
49,2026-01-11T01:12:40.515731,2026-01-09T04:00:49.825559,1936091,market_data_KXHIGHNY-26JAN09.csv,28767,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
50,2026-01-11T01:12:40.517726,2026-01-09T04:00:49.934965,1936092,market_data_KXHIGHNY-26JAN09.csv,28768,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
51,2026-01-11T01:12:40.519780,2026-01-09T04:00:54.761503,1936093,market_data_KXHIGHNY-26JAN09.csv,28769,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
52,2026-01-11T01:12:40.521804,2026-01-09T04:00:54.958902,1936094,market_data_KXHIGHNY-26JAN09.csv,28770,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
53,2026-01-11T01:12:40.524440,2026-01-09T04:00:57.757988,1936095,market_data_KXHIGHNY-26JAN09.csv,28771,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
54,2026-01-11T01:12:40.526441,2026-01-09T04:00:57.758113,1936096,market_data_KXHIGHNY-26JAN09.csv,28772,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
55,2026-01-11T01:12:40.528442,2026-01-09T04:01:00.270202,1936097,market_data_KXHIGHNY-26JAN09.csv,28773,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
56,2026-01-11T01:12:40.529945,2026-01-09T04:01:00.270393,1936098,market_data_KXHIGHNY-26JAN09.csv,28774,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
57,2026-01-11T01:12:40.532467,2026-01-09T04:01:00.480785,1936099,market_data_KXHIGHNY-26JAN09.csv,28775,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
58,2026-01-11T01:12:40.533973,2026-01-09T04:01:05.793359,1936100,market_data_KXHIGHNY-26JAN09.csv,28776,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
59,2026-01-11T01:12:40.536259,2026-01-09T04:01:05.950422,1936101,market_data_KXHIGHNY-26JAN09.csv,28777,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
60,2026-01-11T01:12:40.537258,2026-01-09T04:01:05.991374,1936102,market_data_KXHIGHNY-26JAN09.csv,28778,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
61,2026-01-11T01:12:40.539259,2026-01-09T04:01:11.251402,1936103,market_data_KXHIGHNY-26JAN09.csv,28779,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
62,2026-01-11T01:12:40.541259,2026-01-09T04:01:11.465869,1936104,market_data_KXHIGHNY-26JAN09.csv,28780,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
63,2026-01-11T01:12:40.543864,2026-01-09T04:01:14.670587,1936105,market_data_KXHIGHNY-26JAN09.csv,28781,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
64,2026-01-11T01:12:40.545367,2026-01-09T04:01:15.665288,1936106,market_data_KXHIGHNY-26JAN09.csv,28782,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
65,2026-01-11T01:12:40.548009,2026-01-09T04:01:43.908150,1936107,market_data_KXHIGHNY-26JAN09.csv,28783,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
66,2026-01-11T01:12:40.550027,2026-01-09T04:01:43.933144,1936108,market_data_KXHIGHNY-26JAN09.csv,28784,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
67,2026-01-11T01:12:40.552043,2026-01-09T04:01:46.364941,1936109,market_data_KXHIGHNY-26JAN09.csv,28785,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
68,2026-01-11T01:12:40.554605,2026-01-09T04:01:46.456692,1936110,market_data_KXHIGHNY-26JAN09.csv,28786,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
69,2026-01-11T01:12:40.557113,2026-01-09T04:01:46.483131,1936111,market_data_KXHIGHNY-26JAN09.csv,28787,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
70,2026-01-11T01:12:40.558740,2026-01-09T04:01:46.600738,1936112,market_data_KXHIGHNY-26JAN09.csv,28788,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
71,2026-01-11T01:12:40.561254,2026-01-09T04:02:25.750103,1936113,market_data_KXHIGHNY-26JAN09.csv,28789,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
72,2026-01-11T01:12:40.564289,2026-01-09T04:02:25.912748,1936114,market_data_KXHIGHNY-26JAN09.csv,28790,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
73,2026-01-11T01:12:40.566850,2026-01-09T04:02:25.937155,1936115,market_data_KXHIGHNY-26JAN09.csv,28791,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
74,2026-01-11T01:12:40.568877,2026-01-09T04:02:26.157783,1936116,market_data_KXHIGHNY-26JAN09.csv,28792,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
75,2026-01-11T01:12:40.570506,2026-01-09T04:02:31.822432,1936117,market_data_KXHIGHNY-26JAN09.csv,28793,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
76,2026-01-11T01:12:40.572019,2026-01-09T04:02:31.853668,1936118,market_data_KXHIGHNY-26JAN09.csv,28794,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
77,2026-01-11T01:12:40.574531,2026-01-09T04:02:38.153526,1936119,market_data_KXHIGHNY-26JAN09.csv,28795,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
78,2026-01-11T01:12:40.576550,2026-01-09T04:02:42.711589,1936120,market_data_KXHIGHNY-26JAN09.csv,28796,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
79,2026-01-11T01:12:40.578556,2026-01-09T04:02:42.738287,1936121,market_data_KXHIGHNY-26JAN09.csv,28797,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
80,2026-01-11T01:12:40.581563,2026-01-09T04:02:46.601209,1936122,market_data_KXHIGHNY-26JAN09.csv,28798,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
81,2026-01-11T01:12:40.583748,2026-01-09T04:02:56.668729,1936123,market_data_KXHIGHNY-26JAN09.csv,28799,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
82,2026-01-11T01:12:40.584753,2026-01-09T04:03:01.803826,1936124,market_data_KXHIGHNY-26JAN09.csv,28800,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
83,2026-01-11T01:12:40.586753,2026-01-09T04:03:01.829827,1936125,market_data_KXHIGHNY-26JAN09.csv,28801,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
84,2026-01-11T01:12:40.588754,2026-01-09T04:03:18.779220,1936126,market_data_KXHIGHNY-26JAN09.csv,28802,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
85,2026-01-11T01:12:40.591263,2026-01-09T04:03:18.804799,1936127,market_data_KXHIGHNY-26JAN09.csv,28803,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
86,2026-01-11T01:12:40.592772,2026-01-09T04:03:19.086705,1936128,market_data_KXHIGHNY-26JAN09.csv,28804,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
87,2026-01-11T01:12:40.595080,2026-01-09T04:03:19.263952,1936129,market_data_KXHIGHNY-26JAN09.csv,28805,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
88,2026-01-11T01:12:40.597036,2026-01-09T04:03:19.268857,1936130,market_data_KXHIGHNY-26JAN09.csv,28806,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
89,2026-01-11T01:12:40.599548,2026-01-09T04:03:19.619114,1936131,market_data_KXHIGHNY-26JAN09.csv,28807,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
90,2026-01-11T01:12:40.601052,2026-01-09T04:03:19.725905,1936132,market_data_KXHIGHNY-26JAN09.csv,28808,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
91,2026-01-11T01:12:40.602079,2026-01-09T04:03:24.571790,1936133,market_data_KXHIGHNY-26JAN09.csv,28809,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
92,2026-01-11T01:12:40.604149,2026-01-09T04:03:24.731142,1936134,market_data_KXHIGHNY-26JAN09.csv,28810,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
93,2026-01-11T01:12:40.606418,2026-01-09T04:03:25.956027,1936135,market_data_KXHIGHNY-26JAN09.csv,28811,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
94,2026-01-11T01:12:40.608733,2026-01-09T04:03:27.047595,1936136,market_data_KXHIGHNY-26JAN09.csv,28812,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
95,2026-01-11T01:12:40.609733,2026-01-09T04:03:30.036421,1936137,market_data_KXHIGHNY-26JAN09.csv,28813,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
96,2026-01-11T01:12:40.612242,2026-01-09T04:03:30.246463,1936138,market_data_KXHIGHNY-26JAN09.csv,28814,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
97,2026-01-11T01:12:40.614242,2026-01-09T04:03:31.047665,1936139,market_data_KXHIGHNY-26JAN09.csv,28815,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
98,2026-01-11T01:12:40.616166,2026-01-09T04:03:31.159675,1936140,market_data_KXHIGHNY-26JAN09.csv,28816,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
99,2026-01-11T01:12:40.618683,2026-01-09T04:03:31.181035,1936141,market_data_KXHIGHNY-26JAN09.csv,28817,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
100,2026-01-11T01:12:40.620687,2026-01-09T04:03:35.539819,1936142,market_data_KXHIGHNY-26JAN09.csv,28818,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
101,2026-01-11T01:12:40.621687,2026-01-09T04:03:35.755145,1936143,market_data_KXHIGHNY-26JAN09.csv,28819,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
102,2026-01-11T01:12:40.624437,2026-01-09T04:03:41.405113,1936144,market_data_KXHIGHNY-26JAN09.csv,28820,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
103,2026-01-11T01:12:40.625435,2026-01-09T04:03:41.565094,1936145,market_data_KXHIGHNY-26JAN09.csv,28821,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
104,2026-01-11T01:12:40.627437,2026-01-09T04:03:44.439071,1936146,market_data_KXHIGHNY-26JAN09.csv,28822,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
105,2026-01-11T01:12:40.629944,2026-01-09T04:03:46.861479,1936147,market_data_KXHIGHNY-26JAN09.csv,28823,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
106,2026-01-11T01:12:40.632457,2026-01-09T04:03:47.030897,1936148,market_data_KXHIGHNY-26JAN09.csv,28824,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
107,2026-01-11T01:12:40.634682,2026-01-09T04:03:47.488831,1936149,market_data_KXHIGHNY-26JAN09.csv,28825,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
108,2026-01-11T01:12:40.636683,2026-01-09T04:03:47.525793,1936150,market_data_KXHIGHNY-26JAN09.csv,28826,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
109,2026-01-11T01:12:40.637683,2026-01-09T04:03:47.578892,1936151,market_data_KXHIGHNY-26JAN09.csv,28827,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
110,2026-01-11T01:12:40.639811,2026-01-09T04:03:47.600466,1936152,market_data_KXHIGHNY-26JAN09.csv,28828,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
111,2026-01-11T01:12:40.641318,2026-01-09T04:03:50.544806,1936153,market_data_KXHIGHNY-26JAN09.csv,28829,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
112,2026-01-11T01:12:40.644848,2026-01-09T04:03:50.544942,1936154,market_data_KXHIGHNY-26JAN09.csv,28830,KXHIGHNY-26JAN09-B51.5,keep,100.0,0,0,0,0,,,,,
113,2026-01-11T01:12:40.646846,2026-01-09T04:03:52.402218,1936155,market_data_KXHIGHNY-26JAN09.csv,28831,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
114,2026-01-11T01:12:40.649352,2026-01-09T04:03:52.564146,1936156,market_data_KXHIGHNY-26JAN09.csv,28832,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
115,2026-01-11T01:12:40.651356,2026-01-09T04:03:53.042259,1936157,market_data_KXHIGHNY-26JAN09.csv,28833,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
116,2026-01-11T01:12:40.652924,2026-01-09T04:03:53.267109,1936158,market_data_KXHIGHNY-26JAN09.csv,28834,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
117,2026-01-11T01:12:40.654432,2026-01-09T04:03:55.533250,1936159,market_data_KXHIGHNY-26JAN09.csv,28835,KXHIGHNY-26JAN09-B49.5,keep,100.0,0,0,0,0,,,,,
118,2026-01-11T01:12:40.656433,2026-01-09T04:03:55.709309,1936160,market_data_KXHIGHNY-26JAN09.csv,28836,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
119,2026-01-11T01:12:40.658435,2026-01-09T04:03:57.934301,1936161,market_data_KXHIGHNY-26JAN09.csv,28837,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
120,2026-01-11T01:12:40.660431,2026-01-09T04:03:58.095393,1936162,market_data_KXHIGHNY-26JAN09.csv,28838,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
121,2026-01-11T01:12:40.662546,2026-01-09T04:03:59.048143,1936163,market_data_KXHIGHNY-26JAN09.csv,28839,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
122,2026-01-11T01:12:40.664051,2026-01-09T04:04:02.787745,1936164,market_data_KXHIGHNY-26JAN09.csv,28840,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
123,2026-01-11T01:12:40.666055,2026-01-09T04:04:02.933745,1936165,market_data_KXHIGHNY-26JAN09.csv,28841,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
124,2026-01-11T01:12:40.667056,2026-01-09T04:04:03.412460,1936166,market_data_KXHIGHNY-26JAN09.csv,28842,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
125,2026-01-11T01:12:40.669566,2026-01-09T04:04:03.569721,1936167,market_data_KXHIGHNY-26JAN09.csv,28843,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
126,2026-01-11T01:12:40.671566,2026-01-09T04:04:06.040210,1936168,market_data_KXHIGHNY-26JAN09.csv,28844,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
127,2026-01-11T01:12:40.673670,2026-01-09T04:04:06.159777,1936169,market_data_KXHIGHNY-26JAN09.csv,28845,KXHIGHNY-26JAN09-B53.5,keep,100.0,0,0,0,0,,,,,
128,2026-01-11T01:12:40.676341,2026-01-09T04:04:08.884847,1936170,market_data_KXHIGHNY-26JAN09.csv,28846,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
129,2026-01-11T01:12:40.677346,2026-01-09T04:04:09.086362,1936171,market_data_KXHIGHNY-26JAN09.csv,28847,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
130,2026-01-11T01:12:40.679858,2026-01-09T04:04:12.698062,1936172,market_data_KXHIGHNY-26JAN09.csv,28848,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
131,2026-01-11T01:12:40.682367,2026-01-09T04:04:12.698210,1936173,market_data_KXHIGHNY-26JAN09.csv,28849,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
132,2026-01-11T01:12:40.683873,2026-01-09T04:04:14.614823,1936174,market_data_KXHIGHNY-26JAN09.csv,28850,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
133,2026-01-11T01:12:40.686381,2026-01-09T04:04:14.716667,1936175,market_data_KXHIGHNY-26JAN09.csv,28851,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
134,2026-01-11T01:12:40.688390,2026-01-09T04:04:20.026195,1936176,market_data_KXHIGHNY-26JAN09.csv,28852,KXHIGHNY-26JAN09-B55.5,keep,100.0,0,0,0,0,,,,,
